"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Tetracin 1%","[Tetracycline Hydrochloride 1% :(EP)]","Opso Saline ",""
"","A Tetra","[Tetracycline Hydrochloride]","Acme Laboratories ",""
"","A Tetra","[Tetracycline Hydrochloride]","Acme Laboratories ",""
"","A-Tetra","[Tetracycline Hydrochloride]","Acme Laboratories ",""
"","Bactocycline","[Tetracycline Hydrochloride]","Medicon Pharmaceuticals ",""
"","Bptetra","[Tetracycline Hydrochloride]","Bristol Pharma ",""
"","Decacycline","[Tetracycline Hydrochloride]","Beximco Pharmaceuticals ",""
"","G Tetracycline","[Tetracycline Hydrochloride]","Gonoshasthaya Pharmaceuticals ",""
"","Indotetra","[Tetracycline Hydrochloride]","Indobangla Pharmaceuticals",""
"","Indotetra","[Tetracycline Hydrochloride]","Indobangla Pharmaceuticals",""
"","Jmycin","[Tetracycline Hydrochloride]","Jayson Pharmaceuticals ",""
"","Monatrex DS","[Tetracycline Hydrochloride]","Amico Laboratories ",""
"","Omnimycin","[Tetracycline Hydrochloride]","Desh Pharmaceuticals ",""
"","Randamycin","[Tetracycline Hydrochloride]","Desh Pharmaceuticals ",""
"","Servitet","[Tetracycline Hydrochloride]","Novartis",""
"","Taracilin","[Tetracycline Hydrochloride]","Doctor's Chemicals Works ",""
"","Tetclin","[Tetracycline Hydrochloride]","Pacific Pharmaceuticals ",""
"","Tetracin","[Tetracycline Hydrochloride]","Ziska Pharmaceuticals ",""
"","Tetracycline","[Tetracycline Hydrochloride]","Pharmadesh Laboratories ",""
"","Tetracycline","[Tetracycline Hydrochloride]","Reliance Pharmaceuticals ",""
"","Tetracycline H","[Tetracycline Hydrochloride]","Hudson Pharmaceuticals ",""
"","Tetracyn","[Tetracycline Hydrochloride]","Renata ",""
"","Tetracyn","[Tetracycline Hydrochloride]","Renata ",""
"","Tetrafast","[Tetracycline Hydrochloride]","Incepta Pharmaceuticals ",""
"","Tetragen","[Tetracycline Hydrochloride]","General Pharmaceuticals ",""
"","Tetralin","[Tetracycline Hydrochloride]","Belsen Pharmaceuticals ",""
"","Tetram","[Tetracycline Hydrochloride]","Ambee Pharmaceuticals ",""
"","Tetramet","[Tetracycline Hydrochloride]","Medimet Pharmaceuticals ",""
"","Tetramin","[Tetracycline Hydrochloride]","Aexim Pharmaceuticals ",""
"","Tetramycin","[Tetracycline Hydrochloride]","Asiatic Laboratories ",""
"","Tetrasina","[Tetracycline Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Tetrasina","[Tetracycline Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Tetrax","[Tetracycline Hydrochloride]","Square Pharmaceuticals ",""
"","Tetrazen","[Tetracycline Hydrochloride]","Zenith Pharmaceuticals ",""
"","Titacin","[Tetracycline Hydrochloride]","Supreme Pharmaceuticals ",""
"","Titacin","[Tetracycline Hydrochloride]","Supreme Pharmaceuticals ",""
"","Arofil 200 SR","[Theophylline]","Incepta Pharmaceuticals ",""
"","Arofil 300 SR","[Theophylline]","Incepta Pharmaceuticals ",""
"","Arofil 400 SR","[Theophylline]","Incepta Pharmaceuticals ",""
"","Asmacon SR","[Theophylline]","Pacific Pharmaceuticals ",""
"","Asmain","[Theophylline]","Edruc ",""
"","Asmaloc SR","[Theophylline]","Sharif Pharmaceuticals ",""
"","Asmaloc SR","[Theophylline]","Sharif Pharmaceuticals ",""
"","Contifil","[Theophylline]","Square Pharmaceuticals ",""
"","Contifil","[Theophylline]","Square Pharmaceuticals ",""
"","Contine","[Theophylline]","Aristopharma ",""
"","Contine","[Theophylline]","Aristopharma ",""
"","Contine CR","[Theophylline]","Aristopharma ",""
"","Contine CR","[Theophylline]","Aristopharma ",""
"","Contine-300","[Theophylline]","Aristopharma ",""
"","Contine-400","[Theophylline]","Aristopharma ",""
"","Contine-CR","[Theophylline]","Aristopharma ",""
"","G Theophylline","[Theophylline]","Gonoshasthaya Pharmaceuticals ",""
"","G Theophylline","[Theophylline]","Gonoshasthaya Pharmaceuticals ",""
"","Jasophylin","[Theophylline]","Jayson Pharmaceuticals ",""
"","Jasophylin","[Theophylline]","Jayson Pharmaceuticals ",""
"","Neulyn","[Theophylline]","Orion Pharma ",""
"","OD Phylline","[Theophylline]","Sun Pharmaceutical",""
"","Teolex","[Theophylline]","ACI ltd.",""
"","Teolex CR","[Theophylline]","ACI ltd.",""
"","Teolex SR","[Theophylline]","ACI ltd.",""
"","Teolex SR","[Theophylline]","ACI ltd.",""
"","Teolex SR","[Theophylline]","ACI ltd.",""
"","Thenglate","[Theophylline]","Acme Laboratories ",""
"","Thenglate SR","[Theophylline]","Acme Laboratories ",""
"","Thenglate SR","[Theophylline]","Acme Laboratories ",""
"","Thenglate TR","[Theophylline]","Acme Laboratories ",""
"","Theonate","[Theophylline]","Doctor's Chemicals Works ",""
"","Theonate","[Theophylline]","Doctor's Chemicals Works ",""
"","Theonate","[Theophylline]","Doctor's Chemicals Works ",""
"","Theonate SR","[Theophylline]","Doctor's Chemicals Works ",""
"","Theovent SR","[Theophylline]","Drug International Ltd.",""
"","Theovent SR","[Theophylline]","Drug International Ltd.",""
"","Theovent SR","[Theophylline]","Drug International Ltd.",""
"","Theovent SR 200","[Theophylline]","Drug International Ltd.",""
"","Unicontin","[Theophylline]","Mundipharma",""
"","Unikon","[Theophylline]","Ibn Sina Pharmaceutical",""
"","Unikon SR","[Theophylline]","Ibn Sina Pharmaceutical",""
"","Unilin","[Theophylline]","Opsonin Pharma ",""
"","Unilin","[Theophylline]","Opsonin Pharma ",""
"","Unilin CR","[Theophylline]","Opsonin Pharma ",""
"","Unilin CR","[Theophylline]","Opsonin Pharma ",""
"","Unilin CR 200","[Theophylline]","Opsonin Pharma ",""
"","A B1","[Thiamine Hydrochloride]","Acme Laboratories ",""
"","Avitron V","[Thiamine Hydrochloride]","Beximco Pharmaceuticals ",""
"","B One","[Thiamine Hydrochloride]","Alco Pharma ",""
"","Bemin","[Thiamine Hydrochloride]","Beximco Pharmaceuticals ",""
"","Beovit","[Thiamine Hydrochloride]","Square Pharmaceuticals ",""
"","Berin","[Thiamine Hydrochloride]","Glaxo SmithKline Bangladesh ",""
"","G Vitamin B1","[Thiamine Hydrochloride]","Gonoshasthaya Pharmaceuticals ",""
"","Kvit TH","[Thiamine Hydrochloride]","Kemiko Pharmaceuticals ",""
"","Neurovit","[Thiamine Hydrochloride]","Medimet Pharmaceuticals ",""
"","Neurovit","[Thiamine Hydrochloride]","Medimet Pharmaceuticals ",""
"","Onevit","[Thiamine Hydrochloride]","Ad din Pharmaceuticals ",""
"","T-H","[Thiamine Hydrochloride]","Bristol Pharma ",""
"","Thia","[Thiamine Hydrochloride]","Edruc ",""
"","Thiabin","[Thiamine Hydrochloride]","Medicon Pharmaceuticals ",""
"","Thiason","[Thiamine Hydrochloride]","Jayson Pharmaceuticals ",""
"","Thiason","[Thiamine Hydrochloride]","Jayson Pharmaceuticals ",""
"","Thiatab","[Thiamine Hydrochloride]","Mystic Pharmaceuticals ",""
"","Thiobion","[Thiamine Hydrochloride]","Aristopharma ",""
"","Thiosina","[Thiamine Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Thiovit","[Thiamine Hydrochloride]","Pharmadesh Laboratories ",""
"","Tone","[Thiamine Hydrochloride]","Orion Pharma ",""
"","Vita-1","[Thiamine Hydrochloride]","Pacific Pharmaceuticals ",""
"","Vitamin B1","[Thiamine Hydrochloride]","Chemist Laboratories ",""
"","Anestho IV 0.5gm","[Thiopentone Sodium]","Incepta Pharmaceuticals ",""
"","Anestho IV 1gm","[Thiopentone Sodium]","Incepta Pharmaceuticals ",""
"","G Thiopentone IV","[Thiopentone Sodium]","Gonoshasthaya Pharmaceuticals ",""
"","G Thiopentone IV","[Thiopentone Sodium]","Gonoshasthaya Pharmaceuticals ",""
"","Genisia","[Thiopentone Sodium]","Square Pharmaceuticals ",""
"","Pentothal Sodium","[Thiopentone Sodium]","Unimed & Unihealth Manufacturers ",""
"","Thiopen IV","[Thiopentone Sodium]","ACI ltd.",""
"","Thiopen IV","[Thiopentone Sodium]","ACI ltd.",""
"","Thioton IV","[Thiopentone Sodium]","Techno Drugs ",""
"","Thioton IV","[Thiopentone Sodium]","Techno Drugs ",""
"","TPS IV","[Thiopentone Sodium]","Popular Pharmaceuticals ",""
"","TPS IV","[Thiopentone Sodium]","Popular Pharmaceuticals ",""
"","Melleril","[Thioridazine hydrochloride]","Novartis Pharmaceuticals, UK",""
"","Melleril","[Thioridazine hydrochloride]","Novartis",""
"","Eltroxin 	","[Thyroxine ; Levothyroxine Sodium]","Glaxo Wellcome GmbH, Germany",""
"","Euthycin","[Thyroxine ; Levothyroxine Sodium]","Incepta Pharmaceuticals ",""
"","Jaroxin","[Thyroxine ; Levothyroxine Sodium]","Jayson Pharmaceuticals ",""
"","Leroxin-50","[Thyroxine ; Levothyroxine Sodium]","Popular Pharmaceuticals ",""
"","Synroid","[Thyroxine ; Levothyroxine Sodium]","Beximco Pharmaceuticals ",""
"","Thynor","[Thyroxine ; Levothyroxine Sodium]","Eskayef Bangladesh",""
"","Thyrin","[Thyroxine ; Levothyroxine Sodium]","Square Pharmaceuticals ",""
"","Thyrin","[Thyroxine ; Levothyroxine Sodium]","Square Pharmaceuticals ",""
"","Thyrolar","[Thyroxine ; Levothyroxine Sodium]","Acme Laboratories ",""
"","Thyronor","[Thyroxine ; Levothyroxine Sodium]","Nuvista Pharma Ltd",""
"","Thyrotab","[Thyroxine ; Levothyroxine Sodium]","Ibn Sina Pharmaceutical",""
"","Thyrox","[Thyroxine ; Levothyroxine Sodium]","Renata ",""
"","Thyrox","[Thyroxine ; Levothyroxine Sodium]","Renata ",""
"","Tyroid","[Thyroxine ; Levothyroxine Sodium]","ACI ltd.",""
"","Lenea","[Tibolone]","Nuvista Pharma Ltd",""
"","Menorest","[Tibolone]","Renata ",""
"","Renorma","[Tibolone]","Square Pharmaceuticals ",""
"","Tibilon","[Tibolone]","Beximco Pharmaceuticals ",""
"","Tibo","[Tibolone]","Popular Pharmaceuticals ",""
"","Tibone","[Tibolone]","Techno Drugs ",""
"","Tibonor","[Tibolone]","Eskayef Bangladesh",""
"","Tivion","[Tibolone]","ACI ltd.",""
"","Ubilon","[Tibolone]","Incepta Pharmaceuticals ",""
"","Brilinta","[Ticagrelor]","Ziska Pharmaceuticals ",""
"","Ticarel 90","[Ticagrelor]","Incepta Pharmaceuticals ",""
"","Algin","[Tiemonium Methylsulphate]","Renata ",""
"","Algin","[Tiemonium Methylsulphate]","Renata ",""
"","Algin","[Tiemonium Methylsulphate]","Renata ",""
"","Dysma","[Tiemonium Methylsulphate]","Rangs Pharmaceuticals ",""
"","Emogin","[Tiemonium Methylsulphate]","Somatec Pharmaceuticals ",""
"","Emonium","[Tiemonium Methylsulphate]","Beximco Pharmaceuticals ",""
"","Emonium IM/IV","[Tiemonium Methylsulphate]","Beximco Pharmaceuticals ",""
"","Norvis","[Tiemonium Methylsulphate]","Square Pharmaceuticals ",""
"","Norvis","[Tiemonium Methylsulphate]","Square Pharmaceuticals ",""
"","Norvis","[Tiemonium Methylsulphate]","Square Pharmaceuticals ",""
"","Onium","[Tiemonium Methylsulphate]","Orion Pharma ",""
"","Onium","[Tiemonium Methylsulphate]","Orion Pharma ",""
"","Onium","[Tiemonium Methylsulphate]","Orion Pharma ",""
"","Panium","[Tiemonium Methylsulphate]","Navana Pharmaceuticals ",""
"","Parillex","[Tiemonium Methylsulphate]","Drug International Ltd.",""
"","Previp","[Tiemonium Methylsulphate]","General Pharmaceuticals ",""
"","Relvis","[Tiemonium Methylsulphate]","Bio Pharma Laboratories ",""
"","Relvis Inj","[Tiemonium Methylsulphate]","Bio Pharma Laboratories ",""
"","Seemalgine","[Tiemonium Methylsulphate]","Seema Pharmaceuticals ",""
"","Spanium","[Tiemonium Methylsulphate]","Ziska Pharmaceuticals ",""
"","Spanium","[Tiemonium Methylsulphate]","Ziska Pharmaceuticals ",""
"","Spazin","[Tiemonium Methylsulphate]","Euro Pharma ",""
"","Tiemo","[Tiemonium Methylsulphate]","Alco Pharma ",""
"","Tienum","[Tiemonium Methylsulphate]","Chemist Laboratories ",""
"","Tienum","[Tiemonium Methylsulphate]","Chemist Laboratories ",""
"","Timem","[Tiemonium Methylsulphate]","Silva Pharmaceuticals ",""
"","Timeth","[Tiemonium Methylsulphate]","Edruc ",""
"","Timoben","[Tiemonium Methylsulphate]","Benham Pharmaceuticals ",""
"","Timolax","[Tiemonium Methylsulphate]","Shamsul Al Amin Pharmaceuticals ",""
"","Timonac","[Tiemonium Methylsulphate]","RAK Pharmaceuticals ",""
"","Timonil","[Tiemonium Methylsulphate]","Popular Pharmaceuticals ",""
"","Timonil","[Tiemonium Methylsulphate]","Popular Pharmaceuticals ",""
"","Timopa","[Tiemonium Methylsulphate]","Cosmic Chemical Industries ",""
"","Timothy","[Tiemonium Methylsulphate]","Eskayef Bangladesh",""
"","Timothy","[Tiemonium Methylsulphate]","Eskayef Bangladesh",""
"","Timovis","[Tiemonium Methylsulphate]","Kumudini Pharma ",""
"","Timozin","[Tiemonium Methylsulphate]","Incepta Pharmaceuticals ",""
"","Timozin","[Tiemonium Methylsulphate]","Incepta Pharmaceuticals ",""
"","Tinilux","[Tiemonium Methylsulphate]","Sharif Pharmaceuticals ",""
"","Tinimet","[Tiemonium Methylsulphate]","Rephco Pharmaceuticals ",""
"","Tinimet","[Tiemonium Methylsulphate]","Rephco Pharmaceuticals ",""
"","Tinium","[Tiemonium Methylsulphate]","Acme Laboratories ",""
"","Tinium","[Tiemonium Methylsulphate]","Acme Laboratories ",""
"","Tino","[Tiemonium Methylsulphate]","Delta Pharma ",""
"","Titos","[Tiemonium Methylsulphate]","Novo Healthcare and Pharma ",""
"","Tium","[Tiemonium Methylsulphate]","Ad din Pharmaceuticals ",""
"","TMS","[Tiemonium Methylsulphate]","Medicon Pharmaceuticals ",""
"","Tynium","[Tiemonium Methylsulphate]","ACI ltd.",""
"","Tynium","[Tiemonium Methylsulphate]","ACI ltd.",""
"","Tynium","[Tiemonium Methylsulphate]","ACI ltd.",""
"","Veralgin","[Tiemonium Methylsulphate]","Aristopharma ",""
"","Veralgin","[Tiemonium Methylsulphate]","Aristopharma ",""
"","Visarin","[Tiemonium Methylsulphate]","Pharmasia ",""
"","Viscer","[Tiemonium Methylsulphate]","Techno Drugs ",""
"","Viscer","[Tiemonium Methylsulphate]","Techno Drugs ",""
"","Visceral","[Tiemonium Methylsulphate]","Ibn Sina Pharmaceutical",""
"","Visceral","[Tiemonium Methylsulphate]","Ibn Sina Pharmaceutical",""
"","Visceralgine","[Tiemonium Methylsulphate]","Nuvista Pharma Ltd",""
"","Visceralgine","[Tiemonium Methylsulphate]","Nuvista Pharma Ltd",""
"","Visegin","[Tiemonium Methylsulphate]","Unimed & Unihealth Manufacturers ",""
"","Viset","[Tiemonium Methylsulphate]","Healthcare Pharmaceuticals ",""
"","Viset","[Tiemonium Methylsulphate]","Healthcare Pharmaceuticals ",""
"","Viset","[Tiemonium Methylsulphate]","Healthcare Pharmaceuticals ",""
"","Visnor","[Tiemonium Methylsulphate]","Apex Pharmaceuticals ",""
"","Visnor","[Tiemonium Methylsulphate]","Apex Pharmaceuticals ",""
"","Visonium","[Tiemonium Methylsulphate]","Drug International Ltd.",""
"","Vispazin","[Tiemonium Methylsulphate]","Globe Pharmaceuticals ",""
"","Vispazin","[Tiemonium Methylsulphate]","Globe Pharmaceuticals ",""
"","Visral","[Tiemonium Methylsulphate]","Opsonin Pharma ",""
"","Visral","[Tiemonium Methylsulphate]","Opsonin Pharma ",""
"","Visral","[Tiemonium Methylsulphate]","Opsonin Pharma ",""
"","Zeum","[Tiemonium Methylsulphate]","Novartis",""
"","Tigacil","[Tigecycline]","Incepta Pharmaceuticals ",""
"","Nyolol 0.5% 			 	","[Timolol Maleate :(EP)]","Novartis",""
"","Lotensin","[Timolol Maleate 0.25% :(EP)]","ACI ltd.",""
"","Temlo .25%","[Timolol Maleate 0.25% :(EP)]","Square Pharmaceuticals ",""
"","Timolol OSL","[Timolol Maleate 0.25% :(EP)]","Opso Saline ",""
"","Timopress .25%","[Timolol Maleate 0.25% :(EP)]","Incepta Pharmaceuticals ",""
"","Aristomol 0.5%","[Timolol Maleate 0.5% :(EP)]","Aristopharma ",""
"","Asinol 0.5%","[Timolol Maleate 0.5% :(EP)]","Asiatic Laboratories ",""
"","Gemolol","[Timolol Maleate 0.5% :(EP)]","General Pharmaceuticals ",""
"","Intramol","[Timolol Maleate 0.5% :(EP)]","Beximco Pharmaceuticals ",""
"","Ocupres 0.5%","[Timolol Maleate 0.5% :(EP)]","Popular Pharmaceuticals ",""
"","Temlo 0.5%","[Timolol Maleate 0.5% :(EP)]","Square Pharmaceuticals ",""
"","Timocare","[Timolol Maleate 0.5% :(EP)]","Healthcare Pharmaceuticals ",""
"","Timodrop 0.5%","[Timolol Maleate 0.5% :(EP)]","Reman Drug Laboratories ",""
"","Timolet 0.5%","[Timolol Maleate 0.5% :(EP)]","Ibn Sina Pharmaceutical",""
"","Timolol 0.5%","[Timolol Maleate 0.5% :(EP)]","Apex Pharmaceuticals ",""
"","Timolol OSL","[Timolol Maleate 0.5% :(EP)]","Opso Saline ",""
"","Timomin 0.5%","[Timolol Maleate 0.5% :(EP)]","Nipa Pharmaceuticals ",""
"","Timopress 0.5%","[Timolol Maleate 0.5% :(EP)]","Incepta Pharmaceuticals ",""
"","Timosol","[Timolol Maleate 0.5% :(EP)]","Rephco Pharmaceuticals ",""
"","Avatan-T","[Timolol Maleate 0.5% ; Travoprost 0.004% :(EP)]","Aristopharma ",""
"","Travast Plus","[Timolol Maleate 0.5% ; Travoprost 0.004% :(EP)]","Incepta Pharmaceuticals ",""
"","Travo Plus","[Timolol Maleate 0.5% ; Travoprost 0.004% :(EP)]","Apex Pharmaceuticals ",""
"","Protogyn","[Tinidazole]","Renata ",""
"","Protogyn","[Tinidazole]","Renata ",""
"","Tinizol","[Tinidazole]","Beacon Pharmaceuticals ",""
"","T-Zol","[Tinidazole]","Popular Pharmaceuticals ",""
"","T-Zol","[Tinidazole]","Popular Pharmaceuticals ",""
"","T-Zol IV","[Tinidazole]","Popular Pharmaceuticals ",""
"","Conasyd 1%","[Tioconazole 1% :(TP)]","Renata ",""
"","Tycon","[Tioconazole 1% :(TP)]","Acme Laboratories ",""
"","Tycon","[Tioconazole]","Acme Laboratories ",""
"","Norvent","[Tiotropium]","Square Pharmaceuticals ",""
"","Tioriva Bexicap","[Tiotropium]","Beximco Pharmaceuticals ",""
"","Topium DPI","[Tiotropium]","Acme Laboratories ",""
"","Triomid","[Tiotropium]","Beximco Pharmaceuticals ",""
"","Relentus","[Tizanidine]","Beximco Pharmaceuticals ",""
"","Sirdalud","[Tizanidine]","Novartis",""
"","Tizadin","[Tizanidine]","ACI ltd.",""
"","Tizalud","[Tizanidine]","Opsonin Pharma ",""
"","Cinarex","[Tobramycin 0.3% :(EP)]","Beximco Pharmaceuticals ",""
"","Intobac 3%","[Tobramycin 0.3% :(EP)]","Incepta Pharmaceuticals ",""
"","T Mycin 0.3%","[Tobramycin 0.3% :(EP)]","Aristopharma ",""
"","T Mycin 0.3%","[Tobramycin 0.3% :(EP)]","Aristopharma ",""
"","T Oint 0.3%","[Tobramycin 0.3% :(EP)]","Reman Drug Laboratories ",""
"","Tobi 0.3%","[Tobramycin 0.3% :(EP)]","Asiatic Laboratories ",""
"","Tobirax 0.3%","[Tobramycin 0.3% :(EP)]","GA Company ",""
"","Tobirex 0.3%","[Tobramycin 0.3% :(EP)]","GA Company ",""
"","Tobrabac","[Tobramycin 0.3% :(EP)]","Popular Pharmaceuticals ",""
"","Tobracin 0.3%","[Tobramycin 0.3% :(EP)]","Opso Saline ",""
"","Tobracin 0.3%","[Tobramycin 0.3% :(EP)]","Opso Saline ",""
"","Tobramin 0.3%","[Tobramycin 0.3% :(EP)]","Nipa Pharmaceuticals ",""
"","Tomycin","[Tobramycin 0.3% :(EP)]","Ibn Sina Pharmaceutical",""
"","Tomycin 0.3%","[Tobramycin 0.3% :(EP)]","Ibn Sina Pharmaceutical",""
"","Cinaex","[Tobramycin]","Beximco Pharmaceuticals ",""
"","Intobac","[Tobramycin]","Incepta Pharmaceuticals ",""
"","Intobac 3%","[Tobramycin]","Incepta Pharmaceuticals ",""
"","T-mycin","[Tobramycin]","Aristopharma ",""
"","T-mycin Eye Drops","[Tobramycin]","Novartis",""
"","Tobi","[Tobramycin]","Asiatic Laboratories ",""
"","Tobracin","[Tobramycin]","Opso Saline ",""
"","Tomycin","[Tobramycin]","Ibn Sina Pharmaceutical",""
"","Actemra","[Tocilizumab]","F. Hoffmann La Roche, Switzerland",""
"","Actemra","[Tocilizumab]","F. Hoffmann La Roche, Switzerland",""
"","Arain","[Tolfenamic Acid]","Opsonin Pharma ",""
"","Migrex 200","[Tolfenamic Acid]","Incepta Pharmaceuticals ",""
"","Namitol","[Tolfenamic Acid]","ACI ltd.",""
"","Tolmic","[Tolfenamic Acid]","Beximco Pharmaceuticals ",""
"","Tufnil","[Tolfenamic Acid]","Eskayef Bangladesh",""
"","Tinafate","[Tolnaftate 1% :(TP)]","Pharmadesh Laboratories ",""
"","A-calm","[Tolperisone Hydrochloride]","Acme Laboratories ",""
"","Lexaton","[Tolperisone Hydrochloride]","Drug International Ltd.",""
"","Musclex","[Tolperisone Hydrochloride]","Aristopharma ",""
"","Mydocalm 	 				","[Tolperisone Hydrochloride]","Gedeon Richter Hungary",""
"","Myolax","[Tolperisone Hydrochloride]","Incepta Pharmaceuticals ",""
"","Myolax","[Tolperisone Hydrochloride]","Incepta Pharmaceuticals ",""
"","Myoson","[Tolperisone Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Myoson","[Tolperisone Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Myoxant-50","[Tolperisone Hydrochloride]","Unimed & Unihealth Manufacturers ",""
"","Rison","[Tolperisone Hydrochloride]","Kemiko Pharmaceuticals ",""
"","Tolcalm","[Tolperisone Hydrochloride]","General Pharmaceuticals ",""
"","Tolmus","[Tolperisone Hydrochloride]","Beximco Pharmaceuticals ",""
"","Tolpa","[Tolperisone Hydrochloride]","Bio Pharma Laboratories ",""
"","Tolson","[Tolperisone Hydrochloride]","Opsonin Pharma ",""
"","Tolson","[Tolperisone Hydrochloride]","Opsonin Pharma ",""
"","Tolson","[Tolperisone Hydrochloride]","Opsonin Pharma ",""
"","Toperin","[Tolperisone Hydrochloride]","Eskayef Bangladesh",""
"","Detrusin LA","[Tolterodine Tartrate]","Unimed & Unihealth Manufacturers ",""
"","Detrusin LA","[Tolterodine Tartrate]","Unimed & Unihealth Manufacturers ",""
"","Terodin","[Tolterodine Tartrate]","Navana Pharmaceuticals ",""
"","Tolorin","[Tolterodine Tartrate]","General Pharmaceuticals ",""
"","Tolter","[Tolterodine Tartrate]","Renata ",""
"","Tolter","[Tolterodine Tartrate]","Renata ",""
"","Toltrex","[Tolterodine Tartrate]","Incepta Pharmaceuticals ",""
"","Toltrex","[Tolterodine Tartrate]","Incepta Pharmaceuticals ",""
"","Ucol","[Tolterodine Tartrate]","Square Pharmaceuticals ",""
"","Uritol","[Tolterodine Tartrate]","Eskayef Bangladesh",""
"","Uritol","[Tolterodine Tartrate]","Eskayef Bangladesh",""
"","Etopira","[Topiramate]","Unimed & Unihealth Manufacturers ",""
"","Etopira","[Topiramate]","Unimed & Unihealth Manufacturers ",""
"","Piramed","[Topiramate]","Square Pharmaceuticals ",""
"","Piramed 200","[Topiramate]","Square Pharmaceuticals ",""
"","Topirva 25","[Topiramate]","Incepta Pharmaceuticals ",""
"","Topirva 50","[Topiramate]","Incepta Pharmaceuticals ",""
"","Topmate","[Topiramate]","Renata ",""
"","Topmate","[Topiramate]","Renata ",""
"","Dilast","[Torasemide]","Incepta Pharmaceuticals ",""
